ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	castingStat	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
7867d8e	afc00de	e7bacfbb	06c2fd	Dragonborn	Far Traveler	2018-07-22T22:16:15Z	Fighter 1	Fighter		1		11	16	17	14	12	8	8	15	neutral good	Athletics|Insight|Perception|Intimidation	Longsword|Shortsword|Crossbow, light		07 22 2018	Int	United States	US	NG	NA	NA	Dragonborn		Longsword|Shortsword|Crossbow, Light	1-3	upbeat_mclean
7867d8e	afc00de	cd60e9a9	526f9c	Human	Far Traveler	2018-07-22T19:45:48Z	Ranger 1	Ranger		1		10	12	16	13	13	14	9	14		Investigation|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow		07 22 2018	Wis	United States	US		NA	NA	Human		Shortsword|Longbow	1-3	pensive_mcnulty
50daa19	8370d19	cf49436c	af45bc	High Elf	Urban Bounty Hunter	2018-07-22T17:57:26Z	Wizard 1	Wizard		1		8	13	8	16	14	16	9	11	chaotic nuetral	Stealth|Arcana|Investigation|Perception|Persuasion	Dagger	Fire Bolt*0|Sword Burst*0|Toll The Dead*0|Detect Magic*1|False Life*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Thunderwave*1	07 22 2018	Int	United States	US	CN	NA	NA	Elf	Fire Bolt*0|Sword Burst*0|Toll the Dead*0|Detect Magic*1|False Life*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Thunderwave*1	Dagger	1-3	gracious_diffie
2ff4244		27882160	b1d9f2	Orc	Soldier	2018-07-21T02:43:08Z	Fighter 1	Fighter		1		13	16	19	15	16	9	11	11		Athletics|Acrobatics|Perception|Intimidation	Scimitar|Shortsword|Handaxe		07 20 2018	Int	United States	US		NA	NA	Orc		Scimitar|Shortsword|Handaxe	1-3	kind_visvesvaraya
5e2d2bf	da11885	80beafd4	834092	Human	Custom	2018-07-18T16:33:26Z	Fighter 1	Fighter		1		12	14	14	16	15	13	11	9		Athletics|Nature|Animal Handling|Survival			07 18 2018	Int	Belgium	BE		NA	NA	Human			1-3	loving_benz
9affe86	3652123	1ddc85ab	995acc	Kenku	Haunted One	2018-07-18T02:55:35Z	Sorcerer 1	Sorcerer	Divine Soul	1		8	12	10	15	14	13	16	17	Neutral Good	Stealth|Investigation|Religion|Deception|Intimidation|Persuasion	Dagger|Dagger	Spare the Dying*0|Fire Bolt*0|Acid Splash*0|Mage Hand*0|Cure Wounds*1|Shield*1|Guiding Bolt*1	07 17 2018	Cha	United States	US	NG	NA	NA	Kenku	Spare the Dying*0|Fire Bolt*0|Acid Splash*0|Mage Hand*0|Cure Wounds*1|Shield*1|Guiding Bolt*1	Dagger	1-3	lucid_mclean
67c54a6		11443077	0f59f9	Triton	Faction Agent	2018-07-17T19:31:10Z	Ranger 1	Ranger		1		13	14	17	10	14	15	13	15		Athletics|Stealth|Nature|Insight|Survival	Shortsword|Longbow		07 17 2018	Wis	United States	US		NA	NA	Triton		Shortsword|Longbow	1-3	bold_liskov
48c36e1	8ff03e6	e8a66066	eeee0c	Human	Urchin	2018-07-15T22:54:17Z	Rogue 1	Rogue		1	Dungeon Delver	8	13	9	15	10	12	13	18	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger		07 15 2018	Int	Peru	PE	CN	NA	NA	Human		Rapier|Shortbow|Dagger	1-3	loving_blackburn
	0797878	5ac48f48	cf5bde	Wood Elf	Far Traveler	2018-07-15T10:39:17Z	Cleric 1	Cleric	Grave Domain	1		10	18	13	16	14	10	18	12		Religion|Insight|Medicine|Perception	Shortbow|Shortsword|Dagger	Spare the Dying*0|Bane*1|False Life*1	07 15 2018	Wis	Canada	CA		NA	NA	Elf	Spare the Dying*0|Bane*1|False Life*1	Shortbow|Shortsword|Dagger	1-3	competent_cartwright
630b84f		a8d00de0	0f183a	Bugbear	Criminal	2018-07-14T22:04:33Z	Fighter 1	Fighter		1		11	16	17	15	13	8	11	9		Stealth|Survival|Deception|Intimidation	Greataxe|Crossbow, heavy|Handaxe		07 14 2018	Int	United States	US		NA	NA	Bugbear		Greataxe|Crossbow, Heavy|Handaxe	1-3	awesome_mclean
c365019	518f3e8	a11d6b1e	66e397	Wood Elf	Outlander	2018-07-10T18:40:47Z	Rogue 1	Rogue		1		9	14	10	17	13	10	14	12	Chaotic Good	Athletics|Stealth|Perception|Survival|Deception	Shortsword|Shortbow|Dagger		07 10 2018	Int	United Kingdom	GB	CG	NA	NA	Elf		Shortsword|Shortbow|Dagger	1-3	awesome_swartz
630b84f	2ff47e1	61499a6a	f6028d	Goblin	Acolyte	2018-07-10T01:20:19Z	Monk 1	Monk		1		9	15	13	17	13	10	14	8		Acrobatics|Stealth|Religion|Insight	Shortsword|Dart|Unarmed strike		07 09 2018	Int	United States	US		NA	NA	Goblin		Shortsword|Dart|Unarmed Strike	1-3	happy_lamarr
630b84f	2ff47e1	e60ffa2d	1b4369	Wood Elf	Criminal	2018-07-10T01:19:38Z	Ranger 1	Ranger		1		11	16	13	17	12	10	15	8		Athletics|Stealth|Insight|Perception|Survival|Deception	Shortsword|Longbow		07 09 2018	Wis	United States	US		NA	NA	Elf		Shortsword|Longbow	1-3	pedantic_golick
	4338349	e27ab383	f0d601	Protector Aasimar	Courtier	2018-07-09T01:58:00Z	Cleric 1	Cleric	Life Domain	1		10	15	9	12	14	10	16	14	Lawful Good	History|Insight|Medicine|Persuasion	Mace	Light*0|Sacred Flame*0|Spare Of The Dying*0|Toll Of The Dead*0|Bless*1|Cure Wounds*1	07 08 2018	Wis	Canada	CA	LG	NA	NA	Aasimar	Light*0|Sacred Flame*0|Spare the Dying*0|Toll the Dead*0|Bless*1|Cure Wounds*1	Mace	1-3	practical_lumiere
0c4f36d	cd042b1	f271f479	6dc808	Half-Orc	Guild Artisan	2018-07-08T22:55:59Z	commoner 1	commoner		1	Charger	8	10	14	10	11	8	10	10		Insight|Intimidation|Persuasion	Dagger		07 08 2018	Int	United States	US		NA	NA	Half-Orc		Dagger	1-3	epic_wing
9b107b2	da11885	762a22d4	eeac41	Wood Elf	Faction Agent	2018-07-08T11:27:56Z	Sorcerer 1	Sorcerer	Wild Magic	1		12	13	9	16	11	12	16	14		Arcana|Insight|Perception|Deception|Persuasion	Quarterstaff|Dagger		07 08 2018	Cha	Belgium	BE		NA	NA	Elf		Quarterstaff|Dagger	1-3	laughing_pasteur
3683783	022913e	d8a6532c	cefbd5	Tortle - Razorback Tribe	Knight	2018-07-07T05:21:32Z	Paladin 1	Paladin		1		11	16	17	10	15	11	15	14	Lawful Good	Athletics|Nature|Medicine|Survival|Persuasion	Maul|Warhammer		07 06 2018	Cha	United States	US	LG	NA	NA	Turtle		Maul|Warhammer	1-3	crazy_nash
f10808f	022913e	4d461fef	e8eb6c	Rock Gnome	Noble	2018-07-06T03:51:28Z	Sorcerer 1	Sorcerer	Storm Sorcery	1		9	11	11	13	16	17	14	15		Arcana|History|Deception|Persuasion	Dagger		07 05 2018	Cha	United States	US		NA	NA	Gnome		Dagger	1-3	affectionate_kirch
f10808f		bd5a6473	9ea1e2	Human	Knight	2018-07-06T03:09:37Z	Paladin 1	Paladin		1		11	14	18	15	14	9	11	18		Athletics|Nature|Intimidation|Persuasion	Greatsword|Maul|Handaxe		07 05 2018	Cha	United States	US		NA	NA	Human		Greatsword|Maul|Handaxe	1-3	suspicious_mclean
1379386	45db0fb	22e9a61a	63536b	Human	Courtier	2018-07-04T17:31:15Z	Rogue 1	Rogue		1		8	12	9	14	11	13	13	10		Acrobatics|Sleight of Hand|Investigation|Insight|Performance|Persuasion	Shortsword|Shortsword|Dagger		07 04 2018	Int	United States	US		NA	NA	Human		Shortsword|Dagger	1-3	boring_snyder
1379386		a7376a7c	856b98	Human	Sailor	2018-07-04T17:30:18Z	Barbarian 1	Barbarian		1		13	12	13	13	13	8	10	9		Athletics|Perception|Survival|Intimidation	Warhammer|Handaxe|Javelin		07 04 2018	Int	United States	US		NA	NA	Human		Warhammer|Handaxe|Javelin	1-3	vibrant_khayyam
1379386	45db0fb	1f699b23	0f26e6	Human	Noble	2018-07-04T17:29:51Z	Fighter 1	Fighter		1		10	10	15	11	11	9	8	15		Athletics|Acrobatics|History|Persuasion	Rapier|Handaxe		07 04 2018	Int	United States	US		NA	NA	Human		Rapier|Handaxe	1-3	dazzling_pasteur
1379386	45db0fb	ccff5e99	067b7c	Human	Port City Noble	2018-07-04T17:24:44Z	Warlock 1	Warlock	The Great Old One	1		10	9	8	8	14	10	10	18		History|Investigation|Religion|Persuasion	Club|Dagger	Magic Stone*0|Blade Ward*0|Arms of Hadar*1|Protection From Evil/Good*1	07 04 2018	Cha	United States	US		NA	NA	Human	Magic Stone*0|Blade Ward*0|Arms of Hadar*1|Protection from Evil and Good*1	Club|Dagger	1-3	inspiring_shannon
	9e4b7d7	e5638681	998121	Dragonborn	Hermit	2018-07-01T19:50:49Z	Warlock 1	Warlock	The Fiend	1		10	11	12	11	15	12	10	16		Arcana|Investigation|Religion|Medicine	Quarterstaff|Club|Dagger		07 01 2018	Cha	Canada	CA		NA	NA	Dragonborn		Quarterstaff|Club|Dagger	1-3	nostalgic_bardeen
f2eeda7		8cc71234	c7890a	Tiefling	Custom	2018-06-30T16:03:01Z	Sorcerer 1	Sorcerer	Shadow Magic	1		9	12	8	15	16	10	10	18		Arcana|Deception|Intimidation|Persuasion	Quarterstaff|Dagger		06 30 2018	Cha	United States	US		NA	NA	Tiefling		Quarterstaff|Dagger	1-3	cool_tu
caea05f		8d11ed36	27043c	Half-Elf	Entertainer	2018-06-29T23:26:36Z	Bard 1	Bard		1		10	14	8	16	14	12	10	16	neutral good	Acrobatics|Arcana|Insight|Perception|Deception|Performance	Rapier|Dagger	Minor Illusion*0|Vicious Mockery*0|Charm Person*1|Faerie Fire*1|Healing Word*1	06 29 2018	Cha	United States	US	NG	NA	NA	Half-Elf	Minor Illusion*0|Vicious Mockery*0|Charm Person*1|Faerie Fire*1|Healing Word*1	Rapier|Dagger	1-3	boring_kalam
f566e2e	3216abc	60712797	c8582f	Wood Elf	Criminal	2018-06-25T03:07:14Z	Rogue 1	Rogue		1		7	15	12	19	9	15	14	8		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Shortsword|Shortsword|Dagger		06 24 2018	Int	South Korea	KR		NA	NA	Elf		Shortsword|Dagger	1-3	lucid_hodgkin
b1b35f1	58eae2a	6b2af027	2f9582	Half-Orc	Urban Bounty Hunter	2018-06-24T18:41:03Z	Fighter 1	Fighter		1		9	16	15	10	13	10	10	14	Chaotic Good	Perception|Survival|Deception|Intimidation|Persuasion	Crossbow, light|Lance		06 24 2018	Int	United States	US	CG	NA	NA	Half-Orc		Crossbow, Light|Lance	1-3	clever_hermann
b1b35f1		2440dcdf	32b297	Lightfoot Halfling	Criminal	2018-06-24T05:04:35Z	Rogue 1	Rogue		1		7	14	14	17	11	8	5	7		Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortsword|Dagger		06 23 2018	Int	United States	US		NA	NA	Halfling		Rapier|Shortsword|Dagger	1-3	cool_goldstine
88f1ecf	9ab36a4	89c1467d	f80d2d	Variant	Outlander	2018-06-23T22:03:33Z	Mystic 1	Mystic	Order of the Immortal	1		8	14	9	16	10	12	16	12		Athletics|Acrobatics|Insight|Medicine|Survival	Spear|Dart		06 23 2018	Int	United States	US		NA	NA	Half-Elf		Spear|Dart	1-3	jolly_engelbart
afa9158	af875ab	c7ae9cb8	91446d	Forest Gnome	Hermit	2018-06-23T19:41:37Z	Druid 1	Druid		1		9	11	15	10	12	16	15	13		Nature|Religion|Animal Handling|Medicine	Quarterstaff|Scimitar		06 23 2018	Wis	United States	US		NA	NA	Gnome		Quarterstaff|Scimitar	1-3	laughing_babbage
afa9158	af875ab	7b227d43	048669	Kobold	Miner	2018-06-23T19:32:07Z	Warlock 1	Warlock	The Fiend	1		9	13	9	14	13	6	15	17		Arcana|Animal Handling|Survival|Deception	Dart|Handaxe|Dagger		06 23 2018	Cha	United States	US		NA	NA	Kobold		Dart|Handaxe|Dagger	1-3	friendly_tesla
afa9158	af875ab	4381a949	59db07	Lizardfolk	Urban Vigilante	2018-06-23T19:27:37Z	Ranger 1	Ranger		1		11	16	8	16	12	12	18	13		Athletics|Stealth|Investigation|Insight|Perception|Survival|Deception	Shortsword|Longbow		06 23 2018	Wis	United States	US		NA	NA	Lizardfolk		Shortsword|Longbow	1-3	quirky_jennings
afa9158	af875ab	55d654dc	c7f3ab	Human	City Watch	2018-06-23T19:27:12Z	Fighter 1	Fighter		1	Dual Wielder	11	16	11	18	13	10	14	16		Athletics|Stealth|Insight|Perception|Intimidation	Longbow|Shortsword|Shortsword|Handaxe		06 23 2018	Int	United States	US		NA	NA	Human		Longbow|Shortsword|Handaxe	1-3	youthful_banzai
	9977ea3	4517eb9e	506c25	Wood Elf	Outlander	2018-06-22T04:15:23Z	Ranger 1	Ranger		1		11	14	13	17	12	10	14	10	Chaotic Good	Athletics|Stealth|Nature|Insight|Perception|Survival	Shortsword|Longbow		06 21 2018	Wis	Canada	CA	CG	NA	NA	Elf		Shortsword|Longbow	1-3	sad_zhukovsky
2b17a31	fedff7e	81ef1513	78720b	Elf	Far Traveler	2018-06-21T07:02:45Z	Cleric 1	Cleric	Life Domain	1		9	14	13	12	13	14	15	8		Religion|Insight|Medicine|Perception	Mace|Crossbow, light	1 Cantrip from Druid List*0|Bless*1|Cure Wounds*1	06 21 2018	Wis	United States	US		NA	NA	Elf	Bless*1|Cure Wounds*1	Mace|Crossbow, Light	1-3	quizzical_murdock
	e731550	bbd3084a	e9f0d8	Dark Elf	Acolyte	2018-06-19T01:11:09Z	Cleric 1	Cleric	Light Domain	1		4	14	9	13	14	8	10	14		Religion|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light	Light*0|Burning Hands*1|Faerie Fire*1	06 18 2018	Wis	Canada	CA		NA	NA	Elf	Light*0|Burning Hands*1|Faerie Fire*1	Mace|Crossbow, Light	1-3	competent_germain
fab1cd3		de990c7b	2af87e	Protector Aasimar: Iluskan Parents	Haunted One	2018-06-18T21:15:53Z	Warlock 1	Warlock	The Hexblade	1		11	14	11	17	17	14	16	20	Neutral Good	Arcana|History|Investigation|Religion	Dagger|Handaxe|Crossbow, Light	Eldritch Blast*0|Chill Touch*0|Light*0|Protection From Good And Evil*1|Shield*1	06 18 2018	Cha	United States	US	NG	NA	NA	Aasimar	Eldritch Blast*0|Chill Touch*0|Light*0|Protection from Evil and Good*1|Shield*1	Dagger|Handaxe|Crossbow, Light	1-3	hungry_wozniak
5fdfc7a	37ced06	83e1bcf7	be32d4	Human	Custom	2018-06-18T02:48:36Z	Rogue 1	Rogue		1		9	14	13	16	13	13	13	11		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception	Rapier|Shortbow|Dagger		06 17 2018	Int	Ireland	IE		NA	NA	Human		Rapier|Shortbow|Dagger	1-3	adoring_varahamihira
5fdfc7a	37ced06	d4cced49	a70f4c	Human	Custom	2018-06-18T02:47:21Z	Fighter 1	Fighter		1		13	16	16	13	16	11	11	10		Athletics|Animal Handling|Survival|Intimidation	Warhammer|Longsword|Crossbow, light		06 17 2018	Int	Ireland	IE		NA	NA	Human		Warhammer|Longsword|Crossbow, Light	1-3	infallible_swanson
5fdfc7a	37ced06	3cd478e7	bb0acb	Human	Sage	2018-06-18T02:46:54Z	Bard 1	Bard		1		8	10	9	9	11	16	15	16		Arcana|History|Insight|Medicine|Persuasion	Dagger|Dagger		06 17 2018	Cha	Ireland	IE		NA	NA	Human		Dagger	1-3	inspiring_visvesvaraya
		138e9824	0e8fe2	Wood Elf	Soldier	2018-06-18T01:36:49Z	Fighter 1	Fighter		1		12	16	13	17	14	12	11	8		Athletics|Animal Handling|Perception|Survival|Intimidation	Longbow|Rapier|Crossbow, light		06 17 2018	Int	Canada	CA		NA	NA	Elf		Longbow|Rapier|Crossbow, Light	1-3	magical_cocks
		0473ba3e	130cd5	Aarakocra	Acolyte	2018-06-17T09:24:40Z	Barbarian 1	Barbarian		1		11	9	8	10	8	8	9	8		Athletics|Religion|Animal Handling|Insight	Greataxe|Handaxe|Javelin		06 17 2018	Int	Canada	CA		NA	NA	Aarakocra		Greataxe|Handaxe|Javelin	1-3	admiring_cannon
ef8f936	97c91d3	24d844e1	5ba017	Lightfoot Halfling	Charlatan	2018-06-16T23:19:57Z	Bard 1	Bard		1		40	15	14	18	16	15	15	18	Chaotic Good	Athletics|Acrobatics|Sleight of Hand|Insight|Deception|Performance|Persuasion	Metal Viol|Viol Bow|Silvered Rapier|Dagger|Eldrich Blast|Toll the Dead v. Wis|Thunderclap v. Con	Eldrich Blast 1d10/force 120'*0|Toll the Dead 1d81d12/necro 60'*0|Thunderous Wave 2d8/thndr 5' O*0|Minor Illusion*0|Mending*0|(Geo) Story Travel*0|(MI) Expeditious Retreat 10min*1|Schadenfreude 1d6/psy O v. Wis*1|Identify (R)*1|Feather Fall*1|Faerie Fire*1|Healing Word 60' 1d4*1|Suggestion*2|Knock*2|Tiny Hut (R)*3	06 16 2018	Cha	United States	US	CG	NA	NA	Halfling	Toll the Dead*0|Minor Illusion*0|Mending*0|Expeditious Retreat*1|Identify*1|Feather Fall*1|Faerie Fire*1|Healing Word*1|Suggestion*2|Knock*2	Rapier|Dagger	1-3	hardcore_galois
853868f		4c6396ac	94abff	Aarakocra	Far Traveler	2018-06-16T20:24:15Z	Cleric 1	Cleric	Arcana Domain	1		51	18	10	16	12	18	12	8	Chaotic Nuetral	Sleight of Hand|Arcana|Investigation|Insight|Perception	Handaxe|Light hammer|Crossbow, light|THUNDER CANNON	Mend*0|Detect Magic*1|Magic Missile*1	06 16 2018	Int	United States	US	CN	NA	NA	Aarakocra	Mending*0|Detect Magic*1|Magic Missile*1	Handaxe|Light hammer|Crossbow, Light	1-3	clever_gates
920d9d0		382e624c	377d63	Half-Orc	Outlander	2018-06-16T16:52:12Z	Fighter 1	Fighter		1		29	18	16	14	12	6	8	6	Chaotic Good	Athletics|Acrobatics|Perception|Survival|Intimidation	Greatsword|Handaxe		06 16 2018	Int	Singapore	SG	CG	NA	NA	Half-Orc		Greatsword|Handaxe	1-3	thirsty_tharp
c372b9f		6412d02b	01678d	Rock Gnome	Sage	2018-06-16T11:07:31Z	Wizard 1	Wizard		1		9	12	8	14	16	16	8	12	Neutral Good	Arcana|History|Investigation|Religion	Dagger	Firebolt*0|Shocking Grasp*0|Mage Hand*0|Burning Hands*1|Magic Missile*1|Shield*1|Find Familiar (Ritual)*1|Feather Fall*1|Tenser's Floating Disk (R)*1	06 16 2018	Int	India	IN	NG	NA	NA	Gnome	Fire Bolt*0|Shocking Grasp*0|Mage Hand*0|Burning Hands*1|Magic Missile*1|Shield*1|Find Familiar*1|Feather Fall*1|Tenser's Floating Disk*1	Dagger	1-3	amazing_burnell
6d4aee9	d096a71	23c6236b	7877fa	Warforged	Soldier	2018-06-15T00:18:41Z	Fighter 1	Fighter		1		15	15	20	7	20	6	4	12	Lawful Good	Athletics|History|Insight|Intimidation	Greatsword|Warhammer|Crossbow, Light		06 14 2018	Cha	United States	US	LG	NA	NA	Warforged		Greatsword|Warhammer|Crossbow, Light	1-3	reverent_heisenberg
4cf1641	2900871	b5f37c31	f13e71	Lightfoot Halfling	Entertainer, Gladiator Variant	2018-06-14T21:45:46Z	Fighter 1	Fighter		1		12	16	12	17	14	8	10	14	Lawful Good	Athletics|Acrobatics|Perception|Performance	Shortsword|Crossbow, light		06 14 2018	Int	France	FR	LG	NA	NA	Halfling		Shortsword|Crossbow, Light	1-3	awesome_dewdney
	a3dd2d1	936a619d	e6bfb9	Tiefling	Entertainer	2018-06-14T03:12:14Z	Rogue 1	Rogue		1		9	16	9	20	13	16	12	13		Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion	Shortsword|Shortbow|Dagger		06 13 2018	Int	Canada	CA		NA	NA	Tiefling		Shortsword|Shortbow|Dagger	1-3	nifty_heyrovsky
e64e80c		ec04f9f4	25c6bf	Turtle	Outlander	2018-06-13T20:47:19Z	Monk 1	Monk		1		9	15	12	15	13	9	16	9	Lawful Good	Athletics|Acrobatics|Stealth|Survival	Quarterstaff|Unarmed strike		06 13 2018	Int	Canada	CA	LG	NA	NA	Turtle		Quarterstaff|Unarmed Strike	1-3	wonderful_moser
dc84ae0		82e404d9	7e2c6c	Human	Sage	2018-06-11T19:41:33Z	Sorcerer 1	Sorcerer	Shadow Magic	1		7	11	9	12	15	17	16	19	Chaotic Neutral	Arcana|History|Deception|Intimidation	Crossbow, light|Dagger	Friends*0|Shape Water*0|Green-Flame Blade*0|Lightning Lure*0|Ice Knife*1|Shield*1	06 11 2018	Cha	United States	US	CN	NA	NA	Human	Friends*0|Shape Water*0|Green-Flame Blade*0|Lightning Lure*0|Ice Knife*1|Shield*1	Crossbow, Light|Dagger	1-3	gallant_shaw
		e9ffff73	673a1d	Hill Dwarf	Charlatan	2018-06-10T19:01:10Z	Rogue 1	Rogue		1		14	16	5	18	20	4	10	16	Chaotic Neutral	Acrobatics|Stealth|Insight|Perception|Deception|Persuasion	Dagger|Shortsword|Crossbow, light		06 10 2018	Int	Canada	CA	CN	NA	NA	Dwarf		Dagger|Shortsword|Crossbow, Light	1-3	priceless_bassi
5669518	f28e4d6	34f52fcf	542b9a	Bugbear	Outlander	2018-06-10T18:51:41Z	Barbarian 1	Barbarian		1		15	15	18	14	16	10	15	13		Athletics|Stealth|Nature|Perception|Survival	Greataxe|Handaxe|Javelin		06 10 2018	Int	Brazil	BR		NA	NA	Bugbear		Greataxe|Handaxe|Javelin	1-3	angry_johnson
	71005c9	4f531c75	8fa545	Hill Dwarf	Mercenary Veteran	2018-06-08T02:54:35Z	Monk 1	Monk		1		13	16	8	17	18	13	16	13		Athletics|Acrobatics|History|Perception	Shortsword|Dart|Unarmed strike		06 07 2018	Int	Canada	CA		NA	NA	Dwarf		Shortsword|Dart|Unarmed Strike	1-3	pensive_chatterjee
	71005c9	5b4c5fd9	8fa545	Hill Dwarf	Mercenary Veteran	2018-06-08T02:40:53Z	Barbarian 1	Barbarian		1		17	15	17	13	18	8	16	13		Athletics|Survival|Intimidation|Persuasion	Greataxe|Handaxe|Javelin		06 07 2018	Int	Canada	CA		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	1-3	pensive_chatterjee
1d68a95	7751bd6	caad2acb	422f4d	Lineage - Fier	Hermit	2018-06-06T08:05:51Z	Sorcerer 1	Sorcerer	Wild Magic	1		8	11	8	12	15	11	11	17		Arcana|Religion|Medicine|Deception	Dagger|Dagger		06 06 2018	Cha	United States	US		NA	NA	Tiefling		Dagger	1-3	recursing_engelbart
ec10b88		2436eb30	69879d	Mountain Dwarf	Knight	2018-06-06T03:21:56Z	Paladin 1	Paladin		1		13	17	17	8	16	10	12	13		Athletics|History|Religion|Persuasion	Longsword|Javelin		06 05 2018	Cha	United States	US		NA	NA	Dwarf		Longsword|Javelin	1-3	silly_edison
		4467116d	7b8c45	Forest Gnome	Entertainer	2018-06-05T12:01:06Z	Bard 1	Bard		1		9	14	12	16	13	10	10	14		Acrobatics|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger		06 05 2018	Cha	Canada	CA		NA	NA	Gnome		Rapier|Dagger	1-3	tender_wright
		cbd65c13	98ee51	Lineage - Baal	Haunted One	2018-06-02T23:03:35Z	Warlock 1	Warlock	The Great Old One	1		9	11	8	10	12	14	14	17	Chaotic Neutral	Arcana|Investigation|Deception|Intimidation	Dart|Dagger|Dagger		06 02 2018	Cha	Canada	CA	CN	NA	NA	Tiefling		Dart|Dagger	1-3	pensive_gauss
	6cafbdc	dd462363	1a6d11	Half-Elf	Folk Hero	2018-06-02T17:24:59Z	Cleric 1	Cleric	Life Domain	1		10	16	11	10	14	12	15	14		Acrobatics|Animal Handling|Insight|Medicine|Survival|Persuasion	Mace|Crossbow, light	Mending*0|Thaumaturgy*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Command*1|Healing Word*1	06 02 2018	Wis	Canada	CA		NA	NA	Half-Elf	Mending*0|Thaumaturgy*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Command*1|Healing Word*1	Mace|Crossbow, Light	1-3	confident_bhaskara
	6cafbdc	1019b58e	00a7ca	Rock Gnome	Far Traveler	2018-06-02T17:24:41Z	Sorcerer 1	Sorcerer	Wild Magic	1		8	9	9	9	15	12	14	15		Arcana|Insight|Perception|Persuasion	Crossbow, light|Dagger	Light*0|Prestidigitation*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1	06 02 2018	Cha	Canada	CA		NA	NA	Gnome	Light*0|Prestidigitation*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1	Crossbow, Light|Dagger	1-3	elastic_jones
	6cafbdc	cb5382f3	97ac17	Dragonborn	Sailor	2018-06-02T16:44:52Z	Barbarian 1	Barbarian		1		13	13	17	14	13	12	8	11		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		06 02 2018	Int	Canada	CA		NA	NA	Dragonborn		Greataxe|Handaxe|Javelin	1-3	crazy_nobel
	6cafbdc	123b5ae0	d82637	Mountain Dwarf	Urchin	2018-06-02T16:42:29Z	Rogue 1	Rogue		1		9	13	12	15	13	12	9	14		Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion	Rapier|Shortbow|Dagger		06 02 2018	Int	Canada	CA		NA	NA	Dwarf		Rapier|Shortbow|Dagger	1-3	eager_shannon
	6cafbdc	d82d1b42	db7ac4	Dark Elf	Noble	2018-06-02T16:40:02Z	Paladin 1	Paladin		1		11	16	15	10	13	10	10	16		History|Insight|Perception|Intimidation|Persuasion	Greatsword|Javelin|Longsword		06 02 2018	Cha	Canada	CA		NA	NA	Elf		Greatsword|Javelin|Longsword	1-3	nostalgic_chaum
	6cafbdc	b28f231d	bcecd7	Turtle	City Watch	2018-06-02T16:39:05Z	Fighter 1	Fighter		1		11	16	17	10	13	10	16	8		Athletics|History|Insight|Perception|Survival	Warhammer|Shortsword|Crossbow, light		06 02 2018	Int	Canada	CA		NA	NA	Turtle		Warhammer|Shortsword|Crossbow, Light	1-3	musing_buck
	6cafbdc	878313b1	210234	Rock Gnome	Far Traveler	2018-06-02T16:04:57Z	Ranger 1	Ranger		1		12	13	13	15	15	12	10	10		Investigation|Nature|Insight|Perception|Survival	Shortsword|Longbow		06 02 2018	Wis	Canada	CA		NA	NA	Gnome		Shortsword|Longbow	1-3	hungry_hamilton
		0cab0688	ed9db6	Human	Outlander	2018-05-31T18:53:27Z	Fighter 1	Fighter		1	War Caster	11	18	16	13	14	12	11	8		Athletics|Acrobatics|Insight|Perception|Survival	Greataxe|Handaxe		05 31 2018	Int	Canada	CA		NA	NA	Human		Greataxe|Handaxe	1-3	nifty_minsky
50b69a8	455263b	499ce555	392076	Lightfoot Halfling	Criminal	2018-05-29T20:42:56Z	Bard 1	Bard		1		7	12	8	13	8	15	12	17		Stealth|History|Insight|Deception|Performance	Longsword|Dagger		05 29 2018	Cha	United Kingdom	GB		NA	NA	Halfling		Longsword|Dagger	1-3	optimistic_banzai
6cba297	d763da0	654a2339	41dc42	Ghastly Halfling	Sailor	2018-05-28T01:59:30Z	Druid 1	Druid		1		10	16	8	17	14	10	16	8		Athletics|Arcana|Perception|Survival	Scimitar	Druidcraft*0|Thorn Whip*0|Goodberry*1|Entangle*1	05 27 2018	Wis	United States	US		NA	NA	Halfling	Druidcraft*0|Thorn Whip*0|Goodberry*1|Entangle*1	Scimitar	1-3	cool_darwin
