race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,castingStat,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,difficulty,classType,keyStats,primaryClass,primaryDifficulty,primaryClassType,primaryKeyStats
Tiefling,Charlatan,2018-12-21T22:28:41Z,['Sorcerer 1'],['Sorcerer'],['Divine Soul'],1,[nan],2,11,13,13,10,12,11,17,,"['Sleight of Hand', 'Arcana', 'Deception', 'Intimidation']","Mace|Dagger|Crossbow, light",Mage Hand*0|Gust*0|Firebolt*0|Frostbite*0|Cure Wounds*1|False Life*1,12 21 2018,Cha,United States,US,,,,Tiefling,"{'0': ['Mage Hand', 'Gust', 'Fire Bolt', 'Frostbite'], '1': ['Cure Wounds', 'False Life']}","['Mace', 'Dagger', 'Crossbow, Light']",1-3,determined_roentgen,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Dragonborn,Folk Hero,2018-12-21T21:57:11Z,['Paladin 1'],['Paladin'],[nan],1,[nan],10,16,15,13,10,11,11,16,,"['Athletics', 'Animal Handling', 'Medicine', 'Survival']",Trident|Longsword|Javelin,,12 21 2018,Cha,United States,US,,,,Dragonborn,,"['Trident', 'Longsword', 'Javelin']",1-3,sharp_black,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Half Elf,Folk Hero,2018-12-20T01:33:26Z,['Fighter 1'],['Fighter'],[nan],1,[nan],1,16,18,15,11,10,11,15,,"['History', 'Investigation', 'Animal Handling', 'Insight', 'Survival']","Crossbow, light",,12 19 2018,Int,United States,US,,,,Half-Elf,,"['Crossbow, Light']",1-3,serene_sammet,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Tabaxi,Acolyte,2018-12-20T01:12:40Z,['Druid 1'],['Druid'],[nan],1,[nan],9,14,16,12,13,18,15,9,,"['Stealth', 'Religion', 'Animal Handling', 'Insight', 'Medicine', 'Perception']",Scimitar,,12 19 2018,Wis,Canada,CA,,,,Tabaxi,,['Scimitar'],1-3,inspiring_banach,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Hill Dwarf,Soldier,2018-12-19T23:13:37Z,['Cleric 1'],['Cleric'],['Tempest Domain'],1,[nan],12,18,14,10,16,10,16,8,Chaotic Good,"['Athletics', 'Religion', 'Medicine', 'Intimidation']","Warhammer|Crossbow, light|Battleaxe",Sacred Flame*0|Guidance*0|Toll The Dead*0|Fog Cloud*1|Thunderwave*1,12 19 2018,Wis,United States,US,CG,,,Dwarf,"{'0': ['Sacred Flame', 'Guidance', 'Toll the Dead'], '1': ['Fog Cloud', 'Thunderwave']}","['Warhammer', 'Crossbow, Light', 'Battleaxe']",1-3,distracted_gates,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Ghastly Halfling,Far Traveler,2018-12-19T18:52:16Z,['Monk 1'],['Monk'],[nan],1,[nan],10,18,15,19,15,13,18,13,Neutral Good,"['Acrobatics', 'Stealth', 'Insight', 'Perception']",Quarterstaff|Dart|Unarmed Strike,,12 19 2018,Wis,United States,US,NG,,,Halfling,,"['Quarterstaff', 'Dart', 'Unarmed Strike']",1-3,laughing_khayyam,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Dragonborn,Sailor,2018-12-19T05:27:20Z,['Cleric 1'],['Cleric'],['Tempest Domain'],1,[nan],9,18,15,10,14,8,14,11,,"['Athletics', 'Religion', 'Medicine', 'Perception']",Warhammer|Light Hammer,Guidance - 1d4 Ability Check Touch*0|Word of Radiance - See 1d6*0|Thaumaturgy*0|Fog Cloud*1|Thunderwave*1,12 18 2018,Wis,Canada,CA,,,,Dragonborn,"{'0': ['Word of Radiance', 'Thaumaturgy'], '1': ['Fog Cloud', 'Thunderwave']}","['Warhammer', 'Light hammer']",1-3,stoic_shirley,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Half Elf,Criminal,2018-12-18T11:49:35Z,['Rogue 1'],['Rogue'],[nan],1,[nan],9,14,14,18,12,15,8,18,Neutral Evil,"['Athletics', 'Acrobatics', 'Stealth', 'Deception', 'Persuasion']",Shortsword|Shortbow|Dagger,,12 18 2018,Int,Portugal,PT,NE,,,Half-Elf,,"['Shortsword', 'Shortbow', 'Dagger']",1-3,trusting_blackburn,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Half Elf,Criminal,2018-12-18T11:30:07Z,['Rogue 1'],['Rogue'],[nan],1,[nan],10,13,16,16,14,19,15,18,,"['Athletics', 'Acrobatics', 'Stealth', 'Animal Handling', 'Perception', 'Deception', 'Persuasion']",Shortsword|Shortbow|Dagger,,12 18 2018,Int,Portugal,PT,,,,Half-Elf,,"['Shortsword', 'Shortbow', 'Dagger']",1-3,condescending_thompson,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Sea Elf,Sailor,2018-12-17T21:20:59Z,['Wizard 1'],['Wizard'],[nan],1,[nan],6,11,10,12,11,15,15,11,,"['Athletics', 'Investigation', 'Insight', 'Perception']",Dagger,,12 17 2018,Int,United States,US,,,,Elf,,['Dagger'],1-3,thirsty_lehmann,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Human,Acolyte,2018-12-16T16:31:35Z,['Cleric 1'],['Cleric'],['Life Domain'],1,[nan],11,17,15,12,16,15,18,12,Neutral Good,"['History', 'Religion', 'Insight', 'Medicine']",Mace|Light Hammer,Bless*1|Cure Wounds*1,12 16 2018,Wis,United States,US,NG,,,Human,"{'1': ['Bless', 'Cure Wounds']}","['Mace', 'Light hammer']",1-3,lucid_visvesvaraya,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Human,Noble,2018-12-16T16:30:08Z,['Fighter 1'],['Fighter'],[nan],1,[nan],12,13,16,15,14,13,11,9,Chaotic Neutral,"['Athletics', 'History', 'Perception', 'Persuasion']",Longbow|Longsword|Shortsword,,12 16 2018,Int,United States,US,CN,,,Human,,"['Longbow', 'Longsword', 'Shortsword']",1-3,clever_volhard,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Tiefling,Cloistered Scholar,2018-12-14T21:19:55Z,['Rogue 1'],['Rogue'],[nan],1,[nan],7,14,7,16,11,11,5,15,,"['Stealth', 'Arcana', 'History', 'Investigation', 'Insight', 'Intimidation']",Shortsword|Shortbow|Dagger,,12 14 2018,Int,United Kingdom,GB,,,,Tiefling,,"['Shortsword', 'Shortbow', 'Dagger']",1-3,musing_burnell,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Lightfoot Halfling,Criminal,2018-12-14T21:19:11Z,['Rogue 1'],['Rogue'],[nan],1,[nan],9,14,8,17,13,10,12,15,,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Perception', 'Deception']",Rapier|Shortbow|Dagger,,12 14 2018,Int,Canada,CA,,,,Halfling,,"['Rapier', 'Shortbow', 'Dagger']",1-3,serene_fermat,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Tiefling,Haunted One,2018-12-11T21:05:53Z,['Wizard 1'],['Wizard'],[nan],1,[nan],8,11,8,13,14,16,10,14,Chaotic Neutral,"['Arcana', 'History', 'Investigation', 'Insight']",Dagger,Thaumaturgy*0|Chill Touch*0|Ray of Frost*0|Message*0|Chromatic Orb*1|Comprehend Languages*1|Alarm*1|Disguise Self*1|Sleep*1|Tasha's Hideous Laughter*1,12 11 2018,Int,United States,US,CN,,,Tiefling,"{'0': ['Thaumaturgy', 'Chill Touch', 'Ray of Frost', 'Message'], '1': ['Chromatic Orb', 'Comprehend Languages', 'Alarm', 'Disguise Self', 'Sleep', ""Tasha's Hideous Laughter""]}",['Dagger'],1-3,vigorous_kalam,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Tabaxi,Sage,2018-12-11T12:24:19Z,['Monk 1'],['Monk'],[nan],1,[nan],10,13,15,15,14,10,12,9,,"['Acrobatics', 'Stealth', 'Arcana', 'History', 'Insight', 'Perception']",Shortsword|Dart|Unarmed strike,,12 11 2018,Int,Canada,CA,,,,Tabaxi,,"['Shortsword', 'Dart', 'Unarmed Strike']",1-3,nifty_wu,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Hill Dwarf,Far Traveler,2018-12-10T19:16:29Z,['Fighter 1'],['Fighter'],[nan],1,[nan],10,16,15,14,15,12,11,8,,"['Athletics', 'Insight', 'Perception', 'Intimidation']",Greataxe|Handaxe,,12 10 2018,Int,Canada,CA,,,,Dwarf,,"['Greataxe', 'Handaxe']",1-3,thirsty_cori,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Criminal,2018-12-10T03:01:08Z,['Rogue 1'],['Rogue'],[nan],1,['Observant'],31,15,17,18,17,18,18,16,NE,"['Athletics', 'Acrobatics', 'Stealth', 'Animal Handling', 'Perception', 'Deception', 'Intimidation']",Polearm|Kurambit|Kurambit|Longbow|Dagger,,12 09 2018,Int,United States,US,NE,,,Human,,"['Longbow', 'Dagger']",1-3,adoring_meitner,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Wood Elf,Criminal,2018-12-10T02:43:39Z,['Ranger 1'],['Ranger'],[nan],1,[nan],11,15,13,18,12,7,18,13,,"['Stealth', 'Investigation', 'Animal Handling', 'Perception', 'Deception']",Dagger|Dagger|Longbow,,12 09 2018,Wis,United States,US,,,,Elf,,"['Dagger', 'Longbow']",1-3,blissful_dirac,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Tiefling,Acolyte,2018-12-09T15:34:11Z,['Monk 1'],['Monk'],[nan],1,[nan],6,14,12,15,8,11,14,15,Neutral Good,"['Athletics', 'Acrobatics', 'Religion', 'Insight']",Quarterstaff|Dart|Unarmed Strike,,12 09 2018,Int,United States,US,NG,,,Tiefling,,"['Quarterstaff', 'Dart', 'Unarmed Strike']",1-3,sad_ride,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Forest Gnome,Charlatan,2018-12-08T16:51:12Z,['Wizard 1'],['Wizard'],[nan],1,[nan],5,13,10,17,9,20,9,12,,"['Sleight of Hand', 'Investigation', 'Insight', 'Deception']",Quarterstaff,Mage Hand*0|Light*0|Ray Of Frost*0|Burning Hands*1|Charm Person *1|Feather Fall*1|Mage Armor*1|Magic Missle*1|Sleep*1,12 08 2018,Int,United States,US,,,,Gnome,"{'0': ['Mage Hand', 'Light', 'Ray of Frost'], '1': ['Burning Hands', 'Charm Person', 'Feather Fall', 'Mage Armor', 'Magic Missile', 'Sleep']}",['Quarterstaff'],1-3,crazy_jennings,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Firbolg,Hermit,2018-12-06T15:25:03Z,['Druid 1'],['Druid'],[nan],1,[nan],9,12,10,8,12,14,17,14,,"['Religion', 'Insight', 'Medicine', 'Perception']",Quarterstaff,,12 06 2018,Wis,Belgium,BE,,,,Firbolg,,['Quarterstaff'],1-3,romantic_snyder,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Half Elf,Criminal,2018-12-05T23:05:26Z,['Rogue 1'],['Rogue'],[nan],1,[nan],8,14,10,16,10,12,12,16,,"['Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Survival', 'Deception', 'Persuasion']",Rapier|Shortbow|Dagger,,12 05 2018,Int,Italy,IT,,,,Half-Elf,,"['Rapier', 'Shortbow', 'Dagger']",1-3,zealous_fermi,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Protector Aasimar,Sailor,2018-12-05T22:28:16Z,['Cleric 1'],['Cleric'],['Tempest Domain'],1,[nan],9,17,14,9,13,8,19,14,Chaotic Good,"['Athletics', 'Insight', 'Perception', 'Persuasion']",Mace|Quarterstaff,Fog Cloud*1|Thunderwave*1,12 05 2018,Wis,Belgium,BE,CG,,,Aasimar,"{'1': ['Fog Cloud', 'Thunderwave']}","['Mace', 'Quarterstaff']",1-3,magical_kilby,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Mountain Dwarf,Criminal,2018-12-05T15:52:45Z,['Rogue 1'],['Rogue'],[nan],1,[nan],10,18,17,15,15,10,10,8,LE,"['Athletics', 'Sleight of Hand', 'Stealth', 'Insight', 'Deception', 'Intimidation']",Rapier|Dagger,,12 05 2018,Int,United States,US,LE,,,Dwarf,,"['Rapier', 'Dagger']",1-3,amazing_bassi,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
High Elf,Charlatan,2018-12-05T15:01:59Z,['Rogue 1'],['Rogue'],[nan],1,[nan],8,14,8,17,11,15,11,13,,"['Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Deception']",Rapier|Shortbow|Dagger,,12 05 2018,Int,Germany,DE,,,,Elf,,"['Rapier', 'Shortbow', 'Dagger']",1-3,reverent_gould,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Half Elf,Criminal,2018-12-05T11:34:48Z,['Warlock 1'],['Warlock'],['The Archfey'],1,[nan],9,14,12,14,12,12,12,16,CG,"['Stealth', 'Investigation', 'Perception', 'Deception', 'Intimidation', 'Persuasion']",Spear|Mace|Dagger,Friend *0|Eldricht Blast*0|Sleep*1|Hex*1,12 05 2018,Cha,Italy,IT,CG,,,Half-Elf,"{'0': ['Friends', 'Eldritch Blast'], '1': ['Sleep', 'Hex']}","['Spear', 'Mace', 'Dagger']",1-3,pedantic_bhaskara,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Human,Folk Hero,2018-12-04T21:29:29Z,['Paladin 1'],['Paladin'],[nan],1,[nan],12,16,16,10,14,9,12,16,,"['Athletics', 'Animal Handling', 'Survival', 'Intimidation']",Maul,,12 04 2018,Cha,Italy,IT,,,,Human,,['Maul'],1-3,jovial_carson,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Wood Elf,Far Traveler,2018-12-04T00:25:02Z,['Ranger 1'],['Ranger'],[nan],1,[nan],10,16,10,16,11,12,16,10,,"['Stealth', 'Animal Handling', 'Insight', 'Perception', 'Survival']",Dagger|Javelin|Longbow,,12 03 2018,Wis,United States,US,,,,Elf,,"['Dagger', 'Javelin', 'Longbow']",1-3,boring_hofstadter,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Human,Entertainer,2018-12-03T21:48:40Z,['Monk 1'],['Monk'],[nan],1,[nan],9,13,14,16,13,14,10,17,,"['Athletics', 'Acrobatics', 'Stealth', 'Performance']",Unarmed Strike,,12 03 2018,Int,United States,US,,,,Human,,['Unarmed Strike'],1-3,cool_goldberg,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Firbolg,Hermit,2018-12-03T20:19:00Z,['Druid 1'],['Druid'],[nan],1,[nan],10,12,14,12,14,12,15,9,Netral,"['Nature', 'Religion', 'Animal Handling', 'Medicine']",Quarterstaff|Sling,Produce Fire*0|Druidcraft*0|Goodberry*1|Entangle*1,12 03 2018,Wis,United States,US,NN,,,Firbolg,"{'0': ['Produce Flame', 'Druidcraft'], '1': ['Goodberry', 'Entangle']}","['Quarterstaff', 'Sling']",1-3,nifty_torvalds,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Shadow Elf,Far Traveler,2018-12-03T19:36:35Z,['Ranger 1'],['Ranger'],[nan],1,[nan],11,16,10,17,12,12,14,10,,"['Stealth', 'Animal Handling', 'Insight', 'Perception', 'Survival']",Javelin|Mace|Longbow,,12 03 2018,Wis,United States,US,,,,Elf,,"['Javelin', 'Mace', 'Longbow']",1-3,jovial_maxwell,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Scourge Aasimar,Charlatan,2018-12-03T14:15:21Z,['Sorcerer 1'],['Sorcerer'],['Divine Soul'],1,[nan],8,12,10,14,14,10,10,17,,"['Sleight of Hand', 'Insight', 'Deception', 'Persuasion']",Quarterstaff|Dagger,Cure Wounds*1,12 03 2018,Cha,Canada,CA,,,,Aasimar,{'1': ['Cure Wounds']},"['Quarterstaff', 'Dagger']",1-3,quirky_davinci,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Minotaur,Folk Hero,2018-12-02T06:47:28Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],14,14,17,15,15,8,8,8,,"['Athletics', 'Animal Handling', 'Perception', 'Survival']",Greataxe|Handaxe|Javelin,,12 01 2018,Int,Philippines,PH,,,,Minotaur,,"['Greataxe', 'Handaxe', 'Javelin']",1-3,peaceful_neumann,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Elf,Sailor,2018-12-02T02:38:22Z,['Bard 1'],['Bard'],[nan],1,[nan],10,13,12,15,15,11,13,19,Chaotic Neutral,"['Athletics', 'Sleight of Hand', 'Perception', 'Deception', 'Intimidation', 'Performance', 'Persuasion']",Rapier|Dagger,Minor Illusion*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha's Hideous Laughter*1,12 01 2018,Cha,United States,US,CN,,,Half-Elf,"{'0': ['Minor Illusion', 'Vicious Mockery'], '1': ['Dissonant Whispers', 'Faerie Fire', 'Healing Word', ""Tasha's Hideous Laughter""]}","['Rapier', 'Dagger']",1-3,hungry_edison,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Dragonborn,Hermit,2018-12-01T01:16:28Z,['Warlock 1'],['Warlock'],['The Great Old One'],1,[nan],10,12,14,13,14,10,8,16,,"['Arcana', 'Religion', 'Medicine', 'Deception']","Crossbow, light|Dagger|Quarterstaff",,11 30 2018,Cha,Australia,AU,,,,Dragonborn,,"['Crossbow, Light', 'Dagger', 'Quarterstaff']",1-3,xenodochial_dijkstra,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Half Elf,Sailor,2018-11-30T18:09:38Z,['Cleric 1'],['Cleric'],['Tempest Domain'],1,[nan],10,18,14,10,14,10,16,10,Chaotic Neutral ,"['Athletics', 'Insight', 'Medicine', 'Perception', 'Intimidation', 'Persuasion']",Warhammer,Sacred Flame*0|Toll The Dead*0|Thaumaturgy*0|Shocking Grasp*0|Chill Touch*0|Fog Cloud*1|Thunderwave*1|Find Familiar *1|Cure Wounds*1,11 30 2018,Wis,United States,US,CN,,,Half-Elf,"{'0': ['Sacred Flame', 'Toll the Dead', 'Thaumaturgy', 'Shocking Grasp', 'Chill Touch'], '1': ['Fog Cloud', 'Thunderwave', 'Find Familiar', 'Cure Wounds']}",['Warhammer'],1-3,hardcore_raman,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Tabaxi,Mercenary Veteran,2018-11-30T00:42:04Z,['Warlock 1'],['Warlock'],['The Celestial'],1,[nan],10,14,8,15,14,10,12,16,LE,"['Athletics', 'Stealth', 'Arcana', 'Perception', 'Intimidation', 'Persuasion']",Dagger|Quarterstaff,Light*0|Sacred Flame*0|Eldritch Blast*0|Toll The Dead*0|Hex*1|Helish Rebuk*1|Cure Wound*1|Guiding Bolt*1,11 29 2018,Cha,Canada,CA,LE,,,Tabaxi,"{'0': ['Light', 'Sacred Flame', 'Eldritch Blast', 'Toll the Dead'], '1': ['Hex', 'Hellish Rebuke', 'Cure Wounds', 'Guiding Bolt']}","['Dagger', 'Quarterstaff']",1-3,sleepy_montalcini,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Human,Outlander,2018-11-28T04:12:23Z,['Druid 1'],['Druid'],[nan],1,['Magic Initiate'],10,15,8,14,14,12,16,10,NG,"['Athletics', 'Nature', 'Medicine', 'Perception', 'Survival']",Magic Stone (sling)|Quarterstaff,Druidcraft*0|Guidance*0|Frostbite*0|Produce Flame*0|Goodberry (1per Long rest) *1|Detect Magic (Ritual)*1|Purify Food And Drink (R)*1|Healing Word*1|Cure Wounds*1,11 27 2018,Wis,United States,US,NG,,,Human,"{'0': ['Druidcraft', 'Guidance', 'Frostbite', 'Produce Flame'], '1': ['Goodberry', 'Detect Magic', 'Purify Food and Drink', 'Healing Word', 'Cure Wounds']}","['Sling', 'Quarterstaff']",1-3,wizardly_kirch,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Human,Sailor,2018-11-26T21:02:48Z,['Rogue 1'],['Rogue'],[nan],1,['Keen Mind'],9,14,8,16,12,15,14,10,,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception']",Dagger|Flintlock Pistol|Shortsword,,11 26 2018,Int,United States,US,,,,Human,,"['Dagger', 'Shortsword']",1-3,magical_burnell,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Half Elf,Acolyte,2018-11-26T00:54:38Z,['Cleric 1'],['Cleric'],['Light Domain'],1,[nan],10,15,16,15,14,16,17,11,,"['History', 'Religion', 'Insight', 'Medicine', 'Persuasion']","Mace|Crossbow, light",Light*0|Burning Hands*1|Faerie Fire*1,11 25 2018,Wis,United States,US,,,,Half-Elf,"{'0': ['Light'], '1': ['Burning Hands', 'Faerie Fire']}","['Mace', 'Crossbow, Light']",1-3,blissful_lamport,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Protector Aasimar,Outlander,2018-11-24T17:16:37Z,['Ranger 1'],['Ranger'],[nan],1,[nan],9,14,8,16,8,14,17,20,LG,"['Athletics', 'Stealth', 'Nature', 'Animal Handling', 'Survival']",Shortsword|Longbow|Shortsword Of Warning,Light*0,11 24 2018,Wis,United Kingdom,GB,LG,,,Aasimar,{'0': ['Light']},"['Shortsword', 'Longbow']",1-3,nifty_greider,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Dragonborn,Noble,2018-11-24T15:29:00Z,['Fighter 1'],['Fighter'],[nan],1,[nan],12,15,17,9,14,14,14,13,,"['Acrobatics', 'History', 'Intimidation', 'Persuasion']",Greatsword|Handaxe,,11 24 2018,Int,United Kingdom,GB,,,,Dragonborn,,"['Greatsword', 'Handaxe']",1-3,charming_buck,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Hill Dwarf,Hermit,2018-11-23T22:28:29Z,['Druid 1'],['Druid'],[nan],1,[nan],13,15,7,14,18,15,18,12,Lawful Neutral,"['Nature', 'Religion', 'Animal Handling', 'Medicine']",Quarterstaff|Shillelagh Quarterstaff,Shillelagh*0|Druidcraft*0|Cure Wounds*1|Goodberry*1,11 23 2018,Wis,United States,US,LN,,,Dwarf,"{'0': ['Shillelagh', 'Druidcraft'], '1': ['Cure Wounds', 'Goodberry']}",['Quarterstaff'],1-3,bold_chaplygin,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Stout Halfling,Far Traveler,2018-11-23T18:16:54Z,['Monk 1'],['Monk'],[nan],1,[nan],10,17,12,19,14,7,17,10,,"['Acrobatics', 'Stealth', 'Insight', 'Perception']",Unarmed strike|Dart|Quarterstaff,,11 23 2018,Int,United States,US,,,,Halfling,,"['Unarmed Strike', 'Dart', 'Quarterstaff']",1-3,recursing_bell,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Lineage Glasya,Criminal Spy,2018-11-23T18:16:25Z,['Sorcerer 1'],['Sorcerer'],['Divine Soul'],1,[nan],9,13,9,17,16,7,14,19,Good,"['Stealth', 'Insight', 'Deception', 'Persuasion']",Quarterstaff|Dagger,Guidance*0|Minor Illusion *0|Toll The Dead*0|Shocking Grasp*0|Ray Of Frost (Tiefling Racial)*0|Bless*1|Healing Word*1|Sleep*1,11 23 2018,Cha,United States,US,NG,,,Tiefling,"{'0': ['Guidance', 'Minor Illusion', 'Toll the Dead', 'Shocking Grasp', 'Ray of Frost'], '1': ['Bless', 'Healing Word', 'Sleep']}","['Quarterstaff', 'Dagger']",1-3,agitated_morse,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Half Elf,Entertainer,2018-11-23T16:55:18Z,['Bard 1'],['Bard'],[nan],1,[nan],10,14,8,16,14,10,12,16,,"['Acrobatics', 'Sleight of Hand', 'Arcana', 'Insight', 'Perception', 'Performance', 'Persuasion']",Rapier|Dagger,,11 23 2018,Cha,United Kingdom,GB,,,,Half-Elf,,"['Rapier', 'Dagger']",1-3,festive_cartwright,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Human,Outlander,2018-11-22T02:16:12Z,['Druid 1'],['Druid'],[nan],1,['Observant'],10,14,8,12,14,12,16,14,,"['Athletics', 'Nature', 'Animal Handling', 'Perception', 'Survival']",Shortbow,,11 21 2018,Wis,Singapore,SG,,,,Human,,['Shortbow'],1-3,quizzical_fermi,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Half Orc,Barbarian Tribe Member,2018-11-21T16:00:18Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],15,14,16,13,16,10,12,8,,"['Athletics', 'Animal Handling', 'Perception', 'Survival', 'Intimidation']",Maul|Handaxe|Javelin,,11 21 2018,Int,Canada,CA,,,,Half-Orc,,"['Maul', 'Handaxe', 'Javelin']",1-3,sleepy_pascal,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Triton,Soldier,2018-11-19T05:01:36Z,['Paladin 1'],['Paladin'],[nan],1,[nan],12,15,16,9,14,10,14,12,,"['Athletics', 'Religion', 'Intimidation', 'Persuasion']",Glaive|Pike|Javelin,,11 18 2018,Cha,United States,US,,,,Triton,,"['Glaive', 'Pike', 'Javelin']",1-3,optimistic_jennings,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Half Elf,Acolyte,2018-11-19T04:48:50Z,['Warlock 1'],['Warlock'],['The Celestial'],1,[nan],11,13,8,14,16,10,12,17,,"['Arcana', 'History', 'Religion', 'Insight', 'Deception', 'Intimidation']",Dagger|Dart,Light*0|Sacred Flame*0,11 18 2018,Cha,United States,US,,,,Half-Elf,"{'0': ['Light', 'Sacred Flame']}","['Dagger', 'Dart']",1-3,crazy_heisenberg,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Tiefling,Criminal,2018-11-19T04:46:59Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],14,13,15,12,14,10,10,14,,"['Athletics', 'Stealth', 'Deception', 'Intimidation']",Greatsword|Handaxe|Javelin,,11 18 2018,Int,United States,US,,,,Tiefling,,"['Greatsword', 'Handaxe', 'Javelin']",1-3,friendly_albattani,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,Cloistered Scholar,2018-11-19T04:29:53Z,['Wizard 1'],['Wizard'],[nan],1,[nan],8,9,15,9,14,16,12,12,,"['Arcana', 'History', 'Investigation', 'Religion']",Quarterstaff,,11 18 2018,Int,United States,US,,,,Human,,['Quarterstaff'],1-3,loving_heisenberg,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Forest Gnome,Folk Hero,2018-11-19T04:27:08Z,['Ranger 1'],['Ranger'],[nan],1,[nan],12,16,8,16,14,13,14,9,,"['Stealth', 'Investigation', 'Animal Handling', 'Perception', 'Survival']","Shortsword|Crossbow, light",,11 18 2018,Wis,United States,US,,,,Gnome,,"['Shortsword', 'Crossbow, Light']",1-3,nervous_lederberg,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
